"conjuncts","type","path_id","level_id"
13456,"total",7,48
13460,"total",7,49
13526,"total",7,50
13530,"total",7,51
13543,"total",7,52
13589,"total",7,53
13612,"total",7,54
13674,"total",7,55
13674,"total",7,56
13781,"total",7,57
13820,"total",7,58
13823,"total",7,59
13834,"total",7,60
14130,"total",7,61
14175,"total",7,62
14481,"total",7,63
14503,"total",7,64
14560,"total",7,65
28772,"total",7,66
28847,"total",7,67
28915,"total",7,68
28921,"total",7,69
28933,"total",7,70
29063,"total",7,71
29197,"total",7,72
29201,"total",7,73
29203,"total",7,74
31875,"total",7,75
32329,"total",7,76
32479,"total",7,77
