"Workload (ω)","iter","Median Time Elapsed (sec)","Mean Time Elapsed (sec)","stdev","min","max","Dynamic Verification","Example"
104,3,100.674535,100.645081791,122351816,100510691708,100750018667,"Enabled","Composite"
106,3,107.113376041,107.0448725,222799725,106795864667,107225376792,"Enabled","Composite"
108,3,113.551900084,113.258879569,597194986,112571771416,113652967208,"Enabled","Composite"
110,3,121.169409458,121.187848194,147114809,121050821958,121343313167,"Enabled","Composite"
112,3,127.1714805,127.250312778,154391518,127151252042,127428205792,"Enabled","Composite"
114,3,136.107688167,136.178544666,354558307,135864765083,136563180750,"Enabled","Composite"
116,3,143.643713292,143.926421222,503548917,143627753958,144507796417,"Enabled","Composite"
118,3,149.74024575,149.545804014,581582716,148891912000,150005254292,"Enabled","Composite"
120,3,159.520942333,159.465982833,193848290,159250588875,159626417292,"Enabled","Composite"
122,3,168.038535583,167.894791708,531764688,167305931417,168339908125,"Enabled","Composite"
124,3,177.0394,177.094983236,407599154,176718028083,177527521625,"Enabled","Composite"
126,3,186.474076833,186.512573791,178549377,186356413125,186707231417,"Enabled","Composite"
128,3,195.694548625,195.7802125,368538122,195462050500,196184038375,"Enabled","Composite"
